I make calls,I send text messages,I receive text messages,I listen to music,I use Facebook,I use WhatsApp,I use the internet,I use Google,I play games,I listen to the radio,Messenger,Imo,Usagiri,Viber
290,288,279,213,157,114,85,54,51,49,14,7,1,1
